Country Name,Series,Time,Value
Indonesia,"Government expenditure on education, PPP$ (millions)",2008,52687.73732
Japan,"Government expenditure on primary education, US$ (millions)",2008,52747.30085
Mexico,"Government expenditure on education, US$ (millions)",2016,52919.54655
Mexico,"Government expenditure on education, US$ (millions)",2008,53502.22454
Mexico,"Government expenditure on education, US$ (millions)",2010,54574.32703
Mexico,"Out-of-school children of primary school age, both sexes (number)",2013,54731
United Kingdom,"Government expenditure on primary education, US$ (millions)",2015,54757.10666
Japan,"Government expenditure on primary education, US$ (millions)",2017,54953.51146
Spain,"Government expenditure on education, US$ (millions)",2017,55228.79532
Australia,"Government expenditure on education, PPP$ (millions)",2013,55520.39046
France,"Out-of-school children of primary school age, both sexes (number)",2014,56322
Australia,"Government expenditure on education, PPP$ (millions)",2014,56840.60671
Indonesia,"Government expenditure on education, PPP$ (millions)",2010,57847.9755
Italy,"Out-of-school children of primary school age, both sexes (number)",2016,58288
Australia,"Government expenditure on education, PPP$ (millions)",2015,58536.2294
Spain,"Government expenditure on education, US$ (millions)",2014,58930.47057
Spain,"Government expenditure on education, US$ (millions)",2013,58945.7449
Spain,"Government expenditure on education, US$ (millions)",2012,59210.73219
Mexico,"Government expenditure on education, US$ (millions)",2013,59848.43559
"Korea, Rep.","Out-of-school children of primary school age, both sexes (number)",2012,59852
Canada,"Government expenditure on education, PPP$ (millions)",2008,60182.15394
Mexico,"Government expenditure on education, US$ (millions)",2011,60271.64684
Australia,"Government expenditure on education, PPP$ (millions)",2016,60442.21096
Japan,"Government expenditure on primary education, US$ (millions)",2014,61241.33477
Mexico,"Government expenditure on education, US$ (millions)",2015,61281.90945
Mexico,"Government expenditure on education, US$ (millions)",2012,61292.85176
Australia,"Government expenditure on education, PPP$ (millions)",2017,61653.11115
India,"Government expenditure on education, US$ (millions)",2011,63609.40835
Australia,"Government expenditure on education, US$ (millions)",2010,63611.38338
Australia,"Government expenditure on education, US$ (millions)",2016,63788.17877
United Kingdom,"Out-of-school children of primary school age, both sexes (number)",2012,64029
Canada,"Government expenditure on education, PPP$ (millions)",2009,64979.77463
"Korea, Rep.","Government expenditure on education, US$ (millions)",2016,65001.2723
Spain,"Government expenditure on education, PPP$ (millions)",2013,65790.6476
"Korea, Rep.","Out-of-school children of primary school age, both sexes (number)",2017,66235
Spain,"Government expenditure on education, PPP$ (millions)",2012,66309.24521
Japan,"Government expenditure on primary education, US$ (millions)",2010,66465.67723
Spain,"Government expenditure on education, PPP$ (millions)",2014,67059.86784
Indonesia,"Government expenditure on education, PPP$ (millions)",2009,67476.36448
Mexico,"Out-of-school children of primary school age, both sexes (number)",2014,67610
Canada,"Government expenditure on education, US$ (millions)",2008,67949.46746
United Kingdom,"Out-of-school children of primary school age, both sexes (number)",2010,68120
Russian Federation,"Government expenditure on education, US$ (millions)",2008,68123.72216
Australia,"Government expenditure on education, US$ (millions)",2017,68159.44641
Spain,"Government expenditure on education, US$ (millions)",2010,68991.38901
Mexico,"Government expenditure on education, US$ (millions)",2014,69154.23482
Spain,"Government expenditure on education, PPP$ (millions)",2008,69215.13456
Spain,"Government expenditure on education, PPP$ (millions)",2015,69506.88724
Canada,"Government expenditure on education, PPP$ (millions)",2010,70057.76911
Germany,"Out-of-school children of primary school age, both sexes (number)",2010,70080
India,"Government expenditure on education, US$ (millions)",2013,70266.65833
United Kingdom,"Out-of-school children of primary school age, both sexes (number)",2011,70472
India,"Government expenditure on education, US$ (millions)",2012,70506.50862
Japan,"Government expenditure on primary education, US$ (millions)",2011,70824.94746
Australia,"Government expenditure on education, US$ (millions)",2011,70873.16659
Indonesia,"Government expenditure on education, PPP$ (millions)",2011,71108.99093
Germany,"Out-of-school children of primary school age, both sexes (number)",2011,71525
Italy,"Government expenditure on education, US$ (millions)",2016,71576.566
Spain,"Government expenditure on education, PPP$ (millions)",2010,71708.15444
Canada,"Government expenditure on education, PPP$ (millions)",2011,71777.20848
Australia,"Government expenditure on education, US$ (millions)",2015,71792.18446
Italy,"Out-of-school children of primary school age, both sexes (number)",2017,71841
Spain,"Government expenditure on education, US$ (millions)",2011,72414.29007
Spain,"Government expenditure on education, PPP$ (millions)",2011,72944.24397
Spain,"Government expenditure on education, US$ (millions)",2009,72971.81856
Spain,"Government expenditure on education, PPP$ (millions)",2009,73155.77515
Spain,"Government expenditure on education, PPP$ (millions)",2016,73266.65704
Spain,"Government expenditure on education, US$ (millions)",2008,73591.08833
Canada,"Government expenditure on education, US$ (millions)",2010,73629.97376
Russian Federation,"Government expenditure on education, US$ (millions)",2017,73828.502
"Korea, Rep.","Out-of-school children of primary school age, both sexes (number)",2016,74350
Italy,"Government expenditure on education, US$ (millions)",2015,74787.70674
Spain,"Out-of-school children of primary school age, both sexes (number)",2017,74969
Canada,"Government expenditure on education, US$ (millions)",2009,75173.74321
Australia,"Government expenditure on education, US$ (millions)",2012,75282.20355
Australia,"Government expenditure on education, US$ (millions)",2014,75792.11971
Japan,"Government expenditure on primary education, US$ (millions)",2013,75940.25322
Japan,"Government expenditure on primary education, US$ (millions)",2012,76118.95255
Spain,"Government expenditure on education, PPP$ (millions)",2017,77588.76155
Mexico,"Out-of-school children of primary school age, both sexes (number)",2015,77591
United Kingdom,"Out-of-school children of primary school age, both sexes (number)",2009,78095
Germany,"Out-of-school children of primary school age, both sexes (number)",2008,78712
Italy,"Government expenditure on education, US$ (millions)",2017,79353.5505
Mexico,"Government expenditure on education, PPP$ (millions)",2008,79719.01164
Russian Federation,"Out-of-school children of primary school age, both sexes (number)",2015,80703
Indonesia,"Government expenditure on education, PPP$ (millions)",2012,82237.24382
Australia,"Government expenditure on education, US$ (millions)",2013,82430.32112
Russian Federation,"Government expenditure on education, US$ (millions)",2014,82655.53695
Russian Federation,"Government expenditure on education, US$ (millions)",2012,83762.87698
Italy,"Government expenditure on education, US$ (millions)",2012,84652.32
Mexico,"Government expenditure on education, PPP$ (millions)",2009,84940.99536
Canada,"Government expenditure on education, US$ (millions)",2011,85101.28831
Indonesia,"Government expenditure on education, PPP$ (millions)",2013,85153.03177
Indonesia,"Government expenditure on education, PPP$ (millions)",2014,86219.78382
Russian Federation,"Government expenditure on education, US$ (millions)",2013,86284.84489
Italy,"Government expenditure on education, US$ (millions)",2014,87688.55611
"Korea, Rep.","Government expenditure on education, PPP$ (millions)",2016,87811.73132
Mexico,"Out-of-school children of primary school age, both sexes (number)",2016,88053
Italy,"Government expenditure on education, PPP$ (millions)",2012,88112.38132
Italy,"Government expenditure on education, US$ (millions)",2013,88729.03313
United States,"Out-of-school children of primary school age, both sexes (number)",2016,88850
Italy,"Out-of-school children of primary school age, both sexes (number)",2018,89218
Germany,"Out-of-school children of primary school age, both sexes (number)",2009,89319
Brazil,"Government expenditure on education, US$ (millions)",2008,89350.355
Italy,"Government expenditure on education, PPP$ (millions)",2014,89358.61036
Italy,"Government expenditure on education, PPP$ (millions)",2011,89440.79892
Mexico,"Government expenditure on education, PPP$ (millions)",2010,89828.74814
Italy,"Government expenditure on education, PPP$ (millions)",2010,90387.83534
Italy,"Government expenditure on education, PPP$ (millions)",2013,90637.70058
Brazil,"Government expenditure on education, US$ (millions)",2009,91078.42953
Italy,"Government expenditure on education, PPP$ (millions)",2015,91311.39141
Italy,"Government expenditure on education, PPP$ (millions)",2008,91695.82275
Spain,"Out-of-school children of primary school age, both sexes (number)",2018,91786
Germany,"Out-of-school children of primary school age, both sexes (number)",2014,92141
Italy,"Government expenditure on education, PPP$ (millions)",2016,92358.47077
Italy,"Government expenditure on education, US$ (millions)",2010,92490.81932
Italy,"Government expenditure on education, PPP$ (millions)",2009,92593.32179
Thailand,"Out-of-school children of primary school age, both sexes (number)",2009,93542
Mexico,"Out-of-school children of primary school age, both sexes (number)",2018,93645
Malaysia,"Out-of-school children of primary school age, both sexes (number)",2011,94129
Italy,"Government expenditure on education, US$ (millions)",2011,94331.09868
Indonesia,"Government expenditure on education, PPP$ (millions)",2015,94883.21779
Germany,"Out-of-school children of primary school age, both sexes (number)",2012,95234
Mexico,"Government expenditure on education, PPP$ (millions)",2013,96949.44375
Mexico,"Government expenditure on education, PPP$ (millions)",2011,97585.23153
Mexico,"Out-of-school children of primary school age, both sexes (number)",2017,97717
Italy,"Government expenditure on education, US$ (millions)",2009,99125.66616
Italy,"Government expenditure on education, PPP$ (millions)",2017,102316.9977
Mexico,"Government expenditure on education, PPP$ (millions)",2012,102713.6027
Germany,"Out-of-school children of primary school age, both sexes (number)",2013,102890
United States,"Out-of-school children of primary school age, both sexes (number)",2017,104711
Italy,"Government expenditure on education, US$ (millions)",2008,105260.6798
United Kingdom,"Government expenditure on education, PPP$ (millions)",2008,106817.1596
Mexico,"Government expenditure on education, PPP$ (millions)",2017,111716.9808
Brazil,"Government expenditure on education, US$ (millions)",2015,112477.2584
Thailand,"Out-of-school children of primary school age, both sexes (number)",2008,112921
"Korea, Rep.","Out-of-school children of primary school age, both sexes (number)",2014,113250
Brazil,"Government expenditure on education, US$ (millions)",2016,113381.1543
Russian Federation,"Out-of-school children of primary school age, both sexes (number)",2008,114211
Mexico,"Government expenditure on education, PPP$ (millions)",2014,114256.8468
United Kingdom,"Government expenditure on education, PPP$ (millions)",2009,114976.7101
Mexico,"Government expenditure on education, PPP$ (millions)",2015,116649.8119
Mexico,"Government expenditure on education, PPP$ (millions)",2016,116948.5437
Russian Federation,"Government expenditure on education, PPP$ (millions)",2008,118056.5452
Malaysia,"Out-of-school children of primary school age, both sexes (number)",2010,122105
United Kingdom,"Government expenditure on education, PPP$ (millions)",2010,124418.4075
Brazil,"Government expenditure on education, US$ (millions)",2010,124774.7885
United Kingdom,"Government expenditure on education, PPP$ (millions)",2011,127721.4023
"Korea, Rep.","Out-of-school children of primary school age, both sexes (number)",2013,128360
Brazil,"Government expenditure on education, US$ (millions)",2017,130423.5672
Russian Federation,"Government expenditure on education, PPP$ (millions)",2012,132011.2454
Russian Federation,"Government expenditure on education, PPP$ (millions)",2016,133066.1777
Brazil,"Government expenditure on education, PPP$ (millions)",2008,134695.6204
United Kingdom,"Government expenditure on education, PPP$ (millions)",2013,134953.4715
Russian Federation,"Government expenditure on education, PPP$ (millions)",2015,135197.1067
Malaysia,"Out-of-school children of primary school age, both sexes (number)",2009,135221
United Kingdom,"Government expenditure on education, US$ (millions)",2010,137500.0756
Germany,"Government expenditure on education, PPP$ (millions)",2008,137690.0216
United Kingdom,"Government expenditure on education, US$ (millions)",2011,138495.7045
Japan,"Government expenditure on education, US$ (millions)",2016,139856.572
Brazil,"Government expenditure on education, PPP$ (millions)",2009,140560.8722
Russian Federation,"Government expenditure on education, PPP$ (millions)",2013,140834.4456
France,"Government expenditure on education, US$ (millions)",2017,141477.1359
United States,"Out-of-school children of primary school age, both sexes (number)",2018,141533
United Kingdom,"Government expenditure on education, PPP$ (millions)",2014,143517.4298
India,"Government expenditure on education, PPP$ (millions)",2009,143704.6563
Brazil,"Government expenditure on education, US$ (millions)",2012,144339.2393
Brazil,"Government expenditure on education, US$ (millions)",2013,144383.4178
Brazil,"Government expenditure on education, US$ (millions)",2014,146094.2443
Japan,"Government expenditure on education, PPP$ (millions)",2008,146581.4197
United Kingdom,"Government expenditure on education, US$ (millions)",2017,146625.3507
United Kingdom,"Government expenditure on education, PPP$ (millions)",2015,148120.2459
Germany,"Government expenditure on education, PPP$ (millions)",2009,148179.2041
United Kingdom,"Government expenditure on education, US$ (millions)",2009,148305.3726
Turkey,"Out-of-school children of primary school age, both sexes (number)",2008,148450
United Kingdom,"Government expenditure on education, US$ (millions)",2013,149574.9062
Russian Federation,"Out-of-school children of primary school age, both sexes (number)",2014,149626
Japan,"Government expenditure on education, US$ (millions)",2008,149868.6073
Brazil,"Government expenditure on education, US$ (millions)",2011,150102.1664
United Kingdom,"Government expenditure on education, PPP$ (millions)",2016,150244.6253
Russian Federation,"Government expenditure on education, PPP$ (millions)",2014,151063.8417
United Kingdom,"Government expenditure on education, US$ (millions)",2008,151735.9338
Japan,"Government expenditure on education, PPP$ (millions)",2010,154714.6263
United Kingdom,"Government expenditure on education, US$ (millions)",2014,155989.3004
Japan,"Government expenditure on education, US$ (millions)",2017,156643.9975
Germany,"Government expenditure on education, PPP$ (millions)",2010,157582.9228
United Kingdom,"Government expenditure on education, PPP$ (millions)",2017,157688.6936
Brazil,"Government expenditure on education, PPP$ (millions)",2010,158088.3503
United Kingdom,"Government expenditure on education, US$ (millions)",2016,158925.733
India,"Government expenditure on education, PPP$ (millions)",2010,160921.7051
Japan,"Government expenditure on education, PPP$ (millions)",2017,161529.2412
Malaysia,"Out-of-school children of primary school age, both sexes (number)",2008,162369
Germany,"Government expenditure on education, US$ (millions)",2015,162481.9365
Japan,"Government expenditure on education, PPP$ (millions)",2011,163215.991
France,"Government expenditure on education, PPP$ (millions)",2017,163400.4838
Japan,"Government expenditure on education, PPP$ (millions)",2016,163642.7763
Germany,"Government expenditure on education, PPP$ (millions)",2011,164770.2286
Germany,"Government expenditure on education, US$ (millions)",2008,165462.1816
Germany,"Government expenditure on education, US$ (millions)",2009,166815.0344
Germany,"Government expenditure on education, US$ (millions)",2016,167800.2395
Germany,"Government expenditure on education, US$ (millions)",2010,167904.9389
Japan,"Government expenditure on education, PPP$ (millions)",2012,168853.8343
United Kingdom,"Government expenditure on education, US$ (millions)",2015,170229.8069
Brazil,"Government expenditure on education, PPP$ (millions)",2011,170437.2158
Germany,"Government expenditure on education, PPP$ (millions)",2012,172847.5775
Japan,"Government expenditure on education, PPP$ (millions)",2013,173984.5484
Germany,"Government expenditure on education, US$ (millions)",2012,174835.7737
Brazil,"Government expenditure on education, PPP$ (millions)",2012,175567.1614
Japan,"Government expenditure on education, PPP$ (millions)",2014,178346.3033
Russian Federation,"Government expenditure on education, PPP$ (millions)",2017,179097.2926
Germany,"Government expenditure on education, US$ (millions)",2017,179812.0307
Germany,"Government expenditure on education, PPP$ (millions)",2013,180016.8253
Germany,"Government expenditure on education, US$ (millions)",2011,180662.7597
Brazil,"Government expenditure on education, PPP$ (millions)",2013,182983.2618
Japan,"Government expenditure on education, US$ (millions)",2014,185120.5019
Germany,"Government expenditure on education, US$ (millions)",2013,185185.4951
Brazil,"Government expenditure on education, PPP$ (millions)",2016,185575.4652
Germany,"Government expenditure on education, PPP$ (millions)",2014,188056.859
Brazil,"Government expenditure on education, PPP$ (millions)",2015,188152.6223
Germany,"Government expenditure on education, PPP$ (millions)",2015,188328.6359
Brazil,"Government expenditure on education, PPP$ (millions)",2014,189587.2237
Japan,"Government expenditure on education, US$ (millions)",2010,190396.2866
Brazil,"Government expenditure on education, PPP$ (millions)",2017,190796.6576
Germany,"Government expenditure on education, US$ (millions)",2014,191850.8427
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,194615
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,195125
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,198047
India,"Government expenditure on education, PPP$ (millions)",2011,198515.0239
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,198634
Germany,"Government expenditure on education, PPP$ (millions)",2016,201541.8303
Japan,"Government expenditure on education, US$ (millions)",2011,207630.4239
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,212672
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,213446
Germany,"Government expenditure on education, PPP$ (millions)",2017,214932.1731
India,"Government expenditure on education, PPP$ (millions)",2012,217291.0372
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,219282
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,224469
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,224706
Japan,"Government expenditure on education, US$ (millions)",2012,227349.2657
Japan,"Government expenditure on education, US$ (millions)",2013,227371.3044
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,229743
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,233488
India,"Government expenditure on education, PPP$ (millions)",2013,236568.567
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,236891
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,238224
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,243546
Turkey,"Out-of-school children of primary school age, both sexes (number)",2010,247866
United States,"Government expenditure on primary education, US$ (millions)",2013,248462.4331
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,248639
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2008,252615
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2009,254273
Singapore,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,255348
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,255416
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,257696
United States,"Government expenditure on primary education, US$ (millions)",2014,257879.1552
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,264207
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2010,264761
Turkey,"Out-of-school children of primary school age, both sexes (number)",2018,266561
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,268231
United States,"Government expenditure on primary education, US$ (millions)",2015,269541.0859
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,269573
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2012,269838
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2011,270512
Turkey,"Out-of-school children of primary school age, both sexes (number)",2017,273461
Turkey,"Out-of-school children of primary school age, both sexes (number)",2014,277326
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,277449
Turkey,"Out-of-school children of primary school age, both sexes (number)",2015,277670
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,279832
United States,"Government expenditure on primary education, US$ (millions)",2016,282231.0414
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,284042
Norway,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,288739
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,289722
United States,"Government expenditure on primary education, US$ (millions)",2017,293636.197
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,294450
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,295149
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2019,297934.015
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2018,298196.724
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2015,298642.69
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2017,300223.38
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2016,300316.094
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2013,300395.049
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,300618
"Hong Kong SAR, China","Enrolment in tertiary education, all programmes, both sexes (number)",2014,304885.783
Turkey,"Out-of-school children of primary school age, both sexes (number)",2009,306036
Switzerland,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,306743
Turkey,"Out-of-school children of primary school age, both sexes (number)",2016,310864
Turkey,"Out-of-school children of primary school age, both sexes (number)",2011,311775
Brazil,"Out-of-school children of primary school age, both sexes (number)",2009,314651
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,325246
Philippines,"Out-of-school children of primary school age, both sexes (number)",2014,333178
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,342707
Turkey,"Out-of-school children of primary school age, both sexes (number)",2013,342826
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,360378
Philippines,"Out-of-school children of primary school age, both sexes (number)",2015,364140
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,365665
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,373581
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,374048
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,374305
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,376952
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,377210
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,377860
Israel,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,379182
Turkey,"Out-of-school children of primary school age, both sexes (number)",2012,404089
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,406879
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,422580
Philippines,"Out-of-school children of primary school age, both sexes (number)",2017,424228
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,426188
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,426354
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,428557
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,429444
Philippines,"Out-of-school children of primary school age, both sexes (number)",2016,429607
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,431065
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,436603
United States,"Out-of-school children of primary school age, both sexes (number)",2015,446256
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,453328
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,455025
Sweden,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,463530
Brazil,"Out-of-school children of primary school age, both sexes (number)",2011,489316
Philippines,"Out-of-school children of primary school age, both sexes (number)",2018,500780
United States,"Out-of-school children of primary school age, both sexes (number)",2010,575132
United States,"Out-of-school children of primary school age, both sexes (number)",2013,611514
United States,"Out-of-school children of primary school age, both sexes (number)",2012,672416
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2010,763385
United States,"Government expenditure on education, US$ (millions)",2013,798681.8155
United States,"Government expenditure on education, PPP$ (millions)",2013,798681.8155
United States,"Government expenditure on education, US$ (millions)",2014,832820.6112
United States,"Government expenditure on education, PPP$ (millions)",2014,832820.6112
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2009,871223
United States,"Out-of-school children of primary school age, both sexes (number)",2011,887458
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2011,890102
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,922239
Philippines,"Out-of-school children of primary school age, both sexes (number)",2009,992346
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,1000694
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,1036354
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,1061421
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2008,1068971
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,1076675
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1116733
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1128027
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2012,1141798
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2019,1218246
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,1248927
Philippines,"Out-of-school children of primary school age, both sexes (number)",2008,1274735
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,1284876
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1302091
Malaysia,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,1336550
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2017,1402639
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,1430169
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,1445149
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,1447618
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,1482243
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,1505424
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2018,1555014
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1555449
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1564125
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1577766
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,1593383
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,1622693
Canada,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,1625578
Australia,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,1677242
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2013,1767974
Australia,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,1774852
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2016,1778716
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,1781019
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,1800834
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,1815950
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1826477
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,1837051
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1854360
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1872693
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,1878973
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,1895990
Australia,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1903454
Australia,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,1918625
Indonesia,"Out-of-school children of primary school age, both sexes (number)",2014,1919777
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,1925930
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,1950482
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1963924
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,1965829
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,1967569
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,1968702
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,1969413
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,1980399
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,1982162
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2017,2010183
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,2011713
Italy,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,2013856
Spain,"Enrolment in tertiary education, all programmes, both sexes (number)",2018,2051826
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,2164538
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,2172855
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2010,2245097
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2011,2259448
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2012,2296306
United Kingdom,"Enrolment in tertiary education, all programmes, both sexes (number)",2008,2329494
United Kingdom,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2330334.479
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2338135
United Kingdom,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2352932.782
United Kingdom,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2386199
United Kingdom,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,2387280.167
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2388880
Thailand,"Enrolment in tertiary education, all programmes, both sexes (number)",2013,2405109
Thailand,"Enrolment in tertiary education, all programmes, both sexes (number)",2016,2410713
United Kingdom,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,2415222
Thailand,"Enrolment in tertiary education, all programmes, both sexes (number)",2009,2417262
France,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2424158
